G,Num_obs,rms,U,M,Peri,Node,i,e,n,a,Tp,Perihelion_dist,Synodic_period,Orbit_type_Apollo,Orbit_type_Atira,Orbit_type_Object with perihelion distance < 1.665 AU
0.15,66,0.66,5.0,135.19005,318.60414,48.44958,33.63526,0.6009637999999999,0.26942879999999997,2.3741421,2459385.7346,0.9473686,1.3762032,1,0,0
0.15,112,0.78,5.0,76.05866,143.90734,96.50573,15.87583,0.1058804,0.8230563,1.1276726,2459795.08997,1.0082742,6.0633604,0,0,0
0.15,21,0.9400000000000001,8.0,75.6105,180.39843,289.96747,8.6456,0.5905037,0.25266581,2.4780215,2459588.24897,1.0147406,1.3447282999999999,0,0,0
0.15,236,0.34,0.0,313.90196,19.48496,268.67988,7.9596800000000005,0.5244527999999999,0.37382014,1.9085092,2460010.81611,0.9075862,1.6110293,1,0,0
0.15,39,0.52,7.0,73.42436,54.1531,20.20727,4.97599,0.4240501,0.51590466,1.5396538,2459745.17842,0.8867634999999999,2.0983636,1,0,0
0.15,117,0.33,1.0,194.57338,103.14065,182.24323,6.05316,0.7582529,0.27131716,2.3631133,2460497.2169,0.5712758,1.3798415,1,0,0
0.15,51,0.26,6.0,75.83725,120.80107,0.06149,9.09159,0.4945697,0.5657673,1.4478075,2459753.45682,0.7317658,2.3475772,1,0,0
0.15,14,0.89,8.0,190.68875,333.65318,222.12633,5.89712,0.4463852,0.32657224,2.0884137,2460405.94967,1.1561767,1.4955306,0,0,0
0.15,16,0.21,8.0,287.0918,329.87853,8.20234,18.15006,0.601243,0.24805467,2.5086368,2460181.41997,1.0003365,1.3363211,0,0,0
0.15,28,0.84,5.0,340.83312,97.45529,335.47322,2.67184,0.3913299,0.37543889999999996,1.9030193,2459938.55193,1.1583109,1.6153034,0,0,0
0.15,425,0.65,0.0,210.93238,122.63279,344.52753,23.29246,0.6037895999999999,0.30976768,2.1632763,2460368.72405,0.8571126,1.4583447,1,0,0
0.15,34,0.76,5.0,11.95837,306.97178,67.34736,9.08085,0.4344477,0.3443351,2.0159597,2459852.77113,1.1401306,1.5369559,0,0,0
0.15,18,0.37,9.0,151.602,67.96897,114.66596,27.2929,0.5685382,0.22231758000000001,2.6986932,2459205.58337,1.164383,1.2912622,0,0,0
0.15,59,0.8200000000000001,5.0,313.85035,291.42463,89.76218,0.8349300000000001,0.1838859,0.83151276,1.120014,2459943.00084,0.9140592,6.3961063,1,0,0
0.15,27,0.49,6.0,186.54219,243.97174,199.67277,9.02988,0.1123362,0.8574509,1.0973114,2460089.79474,0.9740436,7.690638,1,0,0
0.15,13,0.63,8.0,232.66347,198.97591,191.95607,29.33898,0.18554959999999998,0.61770631,1.3654675,2460093.64413,1.1121056,2.6789996,0,0,0
0.15,36,0.30000000000000004,4.0,262.05396,120.40615,109.97609,4.70909,0.17673129999999998,0.6847489999999999,1.2748188,2460030.53933,1.0495184,3.2759819,0,0,0
0.15,17,0.56,8.0,5.29076,223.2007,156.38831,11.24116,0.6005412,0.2262013,2.6677143,2459864.11039,1.065642,1.297866,0,0,0
0.15,46,0.9500000000000001,6.0,191.96973,76.15438,85.2507,9.8428,0.047223799999999996,0.9014042800000001,1.0613443,2460073.90946,1.0112236000000001,11.705089,0,0,0
0.15,31,0.56,7.0,225.17384,68.69237,348.2312,1.21886,0.5944982,0.32298802,2.1038355,2460304.93396,0.8531091,1.487441,1,0,0
0.15,258,0.75,0.0,297.57307,243.58453,198.73837,9.91248,0.476792,0.43522196,1.7244959999999998,2460030.93701,0.9022701,1.7907581000000001,1,0,0
0.15,54,0.5700000000000001,7.0,225.8356,281.73026,134.1487,8.6833,0.3650503,0.70146001,1.2544907,2460078.76451,0.7965384999999999,3.4686459,1,0,0
0.15,54,0.36,6.0,194.112,298.92169,295.47789,34.57399,0.5527405,0.6969734200000001,1.2598686,2460125.51195,0.5634882,3.4147284,1,0,0
0.15,42,0.46,7.0,189.45009,249.7883,212.57532,10.56756,0.31290789999999996,0.68240358,1.2777381,2460137.42532,0.8779237999999999,3.2506413,1,0,0
0.15,29,0.35000000000000003,6.0,94.00622,202.32243,234.9001,5.38163,0.5758745,0.28118578,2.3074935,2459553.17923,0.9786668,1.3991723999999999,1,0,0
0.15,937,0.77,0.0,165.31681,356.27935,293.05074,6.6511700000000005,0.6432688999999999,0.56871427,1.4428017,2459596.81478,0.5146921999999999,2.3641718,1,0,0
0.15,29,0.52,7.0,329.99749,136.21718,353.31493,8.97509,0.5863242,0.30764961,2.1731939,2459985.02169,0.8989977,1.4537885,1,0,0
0.15,1798,0.65,0.0,74.84502,335.89176,340.59625,12.88254,0.44983029999999996,0.28778825,2.2720646,2459627.4302,1.2500211,1.4124108,0,0,0
0.15,53,0.34,5.0,145.42504,117.0777,93.61516,21.10104,0.3156836,0.55138147,1.4728819,2459623.75327,1.0079172,2.2698025,0,0,0
0.15,36,0.88,5.0,162.84255,350.53452,16.92556,31.47895,0.6824475999999999,0.14828701,3.5350913999999998,2458789.34204,1.1225768,1.177097,0,0,0
0.15,684,0.43,0.0,333.35991,30.61459,30.67079,28.2466,0.4926002,0.29017744,2.259576,2459979.30622,1.1465084,1.4172632,0,0,0
0.15,14,0.25,6.0,217.68339,330.51468,257.602,8.47422,0.6393795,0.37045893,1.9200358999999998,2460271.66302,0.6924043,1.6022265999999998,1,0,0
0.15,35,0.35000000000000003,7.0,96.71198,74.87271,163.08445,11.26644,0.468798,0.49681262000000004,1.5788503999999999,2459692.83509,0.8386885,2.0164026,1,0,0
0.15,143,0.7000000000000001,7.0,217.5739,313.02885,166.89809,36.94095,0.1801846,0.76317329,1.185916,2460074.12356,0.9722322,4.4310049,1,0,0
0.15,94,0.5700000000000001,7.0,344.22727,232.78857,219.99144,21.71911,0.513589,0.397069,1.8332655999999998,2459927.22289,0.8917206,1.6746694,1,0,0
0.15,28,0.21,8.0,172.10563,285.17298,86.05296,24.4618,0.3870476,0.53818347,1.4968645,2459567.71007,0.9175067,2.2028483,1,0,0
0.15,33,0.77,4.0,150.83407,336.55689,142.34663,21.17271,0.6892046,0.25638111,2.4540234,2459299.18023,0.7626991999999999,1.3515795,1,0,0
0.15,390,0.5700000000000001,0.0,326.62628,291.16254,283.81559,10.53808,0.6392589,0.40848639999999997,1.798944,2459969.20093,0.648953,1.7078,1,0,0
0.15,63,0.58,7.0,214.26552,229.5586,211.57799,10.06638,0.4705917,0.42724969,1.745882,2460228.59916,0.9242844,1.7651895,1,0,0
0.15,76,0.88,6.0,246.49275,215.08386,86.37315,8.98741,0.6417163,0.60378701,1.3863734,2460075.49221,0.49671499999999996,2.5813365,1,0,0
0.15,90,0.44,3.0,174.76948,355.36462,346.31168,30.4575,0.228397,1.01288138,0.9819671999999999,2459714.95315,0.7576887999999999,36.1376004,0,0,0
0.15,49,0.19,3.0,329.2393,302.96345,67.73359,4.29303,0.5479756,0.26592224000000003,2.3949674,2460003.17556,1.0825837,1.3694979,0,0,0
0.15,17,0.54,7.0,258.52023,264.32875,174.59523,1.11577,0.3507534,0.73849685,1.2121889,2460024.91396,0.7870094999999999,3.9885242,1,0,0
0.15,20,0.79,8.0,348.20479,159.38409,263.5611,17.58303,0.3653244,0.49284072,1.5873218,2459911.43311,1.0074344,2.0001498,0,0,0
0.15,25,0.22,5.0,148.40937,307.1734,21.48048,12.97116,0.4895286,0.43995978,1.7120932,2459550.17508,0.8739745999999999,1.8063071,1,0,0
0.15,46,0.74,6.0,130.58697,342.2169,114.11151,13.96959,0.1943009,0.7272662400000001,1.2246362,2459707.9413,0.9866883,3.8151361,1,0,0
0.15,176,0.47000000000000003,0.0,61.62158,181.20763,231.87297,71.20793,0.6335725,0.16213987,3.3307561,2459507.44785,1.2204806,1.1968988999999999,0,0,0
0.15,143,0.39,2.0,228.02515,107.16558,320.48932,7.27785,0.689226,0.23564636,2.5959453999999997,2460447.55484,0.8067523,1.3142114,1,0,0
0.15,30,0.44,6.0,263.59947,306.39076,58.39288,3.9475,0.4739946,0.43221826,1.7324763,2460110.53672,0.9112918999999999,1.7810382,1,0,0
0.15,52,0.6900000000000001,5.0,94.4455,116.54224,143.97775,8.79369,0.0339588,0.93154073,1.0383286,2459786.11366,1.0030682,18.2293972,0,0,0
0.15,71,0.26,6.0,345.63078,179.54026,266.11522,8.5352,0.5476886,0.28055847,2.3109318,2459938.7165,1.0452608,1.3979275,0,0,0
0.15,28,0.47000000000000003,7.0,47.94305,257.80063,30.64235,34.85999,0.2546008,0.49335831,1.5862115,2459790.32306,1.1823608,2.0022528,0,0,0
0.15,1115,0.62,0.0,77.55171,183.64195,104.2841,4.37853,0.1368855,0.6863366200000001,1.2728521,2459774.5063,1.0986171,3.293361,0,0,0
0.15,1347,0.76,0.0,350.49976,351.5769,309.28693,17.23167,0.27649809999999997,0.49307965000000004,1.5868090000000001,2459906.76715,1.1480593,2.0011201,0,0,0
0.15,687,0.61,0.0,309.74649,125.46176,47.67793,25.39422,0.5872795,0.18330196,3.0691962,2460161.65706,1.2667202,1.228469,0,0,0
0.15,31,0.36,6.0,45.83731,211.21522,173.09966,5.30019,0.5997745,0.21852745,2.7298077,2459677.74456,1.0925387,1.2848821,0,0,0
0.15,47,0.47000000000000003,1.0,303.72098,201.48171,281.8764,33.43564,0.3585307,1.4915138,0.758667,2459925.23282,0.48666159999999997,1.9482026000000001,0,0,0
0.15,34,0.39,6.0,211.1612,208.77715,130.18546,10.6332,0.44757189999999997,0.37401559,1.9078442,2460285.44821,1.0539467,1.6115442,0,0,0
0.15,107,0.5700000000000001,0.0,143.69525,200.11673,149.06113,4.4574300000000004,0.43916449999999996,0.3385167,2.0389942,2459463.01503,1.1435403,1.5231362,0,0,0
0.15,49,0.34,5.0,50.27034,25.58686,64.78385,3.39814,0.41151289999999996,0.43293937,1.7305519999999999,2459771.38594,1.0184075,1.7833621,0,0,0
0.15,17,0.56,7.0,262.76996,194.79804,24.91827,8.65811,0.26511629999999997,1.19972998,0.8771631,2459968.54327,0.6446128999999999,4.6030106,0,0,0
0.15,33,0.66,5.0,80.90504,307.30598,344.49472,0.76451,0.2267273,0.69280509,1.2649169,2459770.72105,0.9781257,3.366117,1,0,0
0.15,66,0.48,0.0,350.07476,223.63723,118.97505,22.27804,0.2807825,0.86599276,1.0900838,2459898.96111,0.7840073,8.2398375,1,0,0
0.15,39,0.8200000000000001,5.0,205.47855,174.55939,300.20034,7.74727,0.16365449999999998,0.69741324,1.2593388,2460109.0637,1.0532423,3.4199402,0,0,0
0.15,41,0.44,7.0,211.44263,233.13931,60.74256,4.53012,0.3139045,1.10056136,0.9290944999999999,2460022.48328,0.6374476,8.573958,0,0,0
0.15,38,0.35000000000000003,7.0,145.21185,290.73738,112.79933,24.68857,0.24939409999999998,0.68873578,1.2698944,2459676.66172,0.9531902,3.3199767,1,0,0
0.15,71,0.47000000000000003,7.0,155.54079,329.61365,1.24333,27.86731,0.3570934,0.47517465000000003,1.6264243999999999,2459560.16603,1.045639,1.9309245,0,0,0
0.15,15,0.55,6.0,212.27739,206.19739,170.84061,11.14871,0.39763299999999996,0.54359154,1.48692,2460159.25298,0.8956715,2.2298001,1,0,0
0.15,60,0.84,5.0,190.28595,172.06758,59.02432,2.8113,0.3683152,0.35515393,1.9748084,2460365.36058,1.2474564,1.5633306999999999,0,0,0
0.15,112,0.43,4.0,217.07187,307.78646,26.24335,8.14304,0.5190703999999999,0.35815497,1.9637615,2460286.56792,0.9444309999999999,1.5708079,1,0,0
0.15,64,0.46,6.0,45.88104,176.00651,169.33698,9.10255,0.5939998,0.33513604,2.0526834,2459750.59725,0.8333899,1.51522,1,0,0
0.15,21,0.53,9.0,156.54901,287.09103,70.05204,24.4158,0.4030185,0.40750183,1.8018405,2459503.33235,1.0756654,1.7048914,0,0,0
0.15,13,0.14,4.0,321.32969,184.31321,161.02199,7.26313,0.5461183,0.27927631,2.3179994,2460025.96614,1.0520975,1.3953899,0,0,0
0.15,365,0.5700000000000001,2.0,18.58094,200.40098,314.87118,41.80329,0.4779614,0.28241868000000003,2.300773,2459821.7078,1.2010923,1.4016256,0,0,0
0.15,14,0.45,9.0,140.07313,251.87512,173.17303,3.51858,0.5777587,0.38448707,1.8730449999999998,2459523.18825,0.7908769999999999,1.6396172,1,0,0
0.15,22,0.34,7.0,64.36831,116.8167,38.78054,7.98307,0.6780802,0.30327153,2.1940589,2459675.25351,0.706311,1.4444606,1,0,0
0.15,60,0.48,6.0,129.15876,66.17723,16.19798,3.38397,0.39120489999999997,0.62101605,1.3606116,2459679.52024,0.8283337,2.7033196,1,0,0
0.15,56,0.92,1.0,61.16447,3.25411,111.54783,7.2049900000000004,0.41877179999999997,0.32994862,2.0741421,2459702.12425,1.2055499,1.5032320000000001,0,0,0
0.15,13,0.31,9.0,358.61364,220.94222,174.48504,5.82657,0.33491119999999996,0.53574062,1.5014113,2459890.08774,0.9985718,2.1908864,1,0,0
0.15,81,0.58,2.0,341.73811,217.88435,150.83282,29.09727,0.8979501,0.24456749,2.5324268,2459962.17017,0.2584339,1.3300327,1,0,0
0.15,131,0.52,0.0,203.90431,174.45392,182.28562,6.14353,0.7492727,0.27215095,2.3582842,2460461.06301,0.5912862,1.3814541,1,0,0
0.15,36,0.74,6.0,22.21904,257.65508,103.95368,5.59325,0.633968,0.30996387000000003,2.1623633,2459815.81731,0.7914941999999999,1.4587682,1,0,0
0.15,18,0.8,9.0,203.26318,54.29856,240.37631,34.47717,0.346089,0.66216055,1.3036485,2460124.20518,0.8524701,3.0471989,1,0,0
0.15,17,0.30000000000000004,7.0,108.23902,23.94598,3.80777,7.92143,0.4079328,0.42164359,1.7613232,2459630.79257,1.0428217,1.7476425999999998,0,0,0
0.15,2674,0.59,0.0,212.14893,278.96456,65.61604,29.50289,0.5190897,0.50057099,1.5709376,2460182.86489,0.7554801,2.0320271,1,0,0
0.15,21,0.35000000000000003,8.0,196.64844,298.07792,124.01708,28.2159,0.2738307,0.62302451,1.3576859,2460149.69123,0.9859098,2.7182939,1,0,0
0.15,23,0.77,6.0,242.98804,197.58128,336.46813,19.83731,0.27438409999999996,1.04100584,0.9642003,2459999.90279,0.6996391,17.7913281,0,0,0
0.15,23,0.41000000000000003,8.0,35.19928,260.87146,90.36189,23.8209,0.6297977,0.50394089,1.5639264,2459817.65195,0.5789692,2.0462439,1,0,0
0.15,148,0.78,0.0,261.42038,282.89757,197.02232,28.11987,0.5367059,0.26659232,2.3909525,2460257.2767,1.1077142,1.3707742,0,0,0
0.15,22,0.48,8.0,193.25807,357.41532,340.42069,22.68737,0.3493266,0.451242,1.6834351,2460257.01775,1.0953664,1.8444441999999999,0,0,0
0.15,36,0.9,5.0,60.9819,177.64085,16.20232,5.31386,0.41476549999999995,0.43785841000000003,1.7175666,2459748.22689,1.0051792,1.7993774999999999,0,0,0
0.15,388,0.39,0.0,87.45997,138.34731,178.32387,4.58485,0.44770479999999996,0.31606145,2.1344617,2459610.78171,1.178853,1.4720532,0,0,0
0.15,25,0.26,5.0,56.56122,174.81998,101.2595,3.63409,0.2737629,0.64557783,1.3258782,2459799.88667,0.9629019,2.898592,1,0,0
0.15,151,0.86,0.0,191.98065,333.52161,205.57907,31.5855,0.7729855,0.69915249,1.2572494,2460127.81863,0.2854138,3.4407048,1,0,0
0.15,11,0.8200000000000001,8.0,26.29457,161.07449,158.44831,7.85693,0.4947874,0.32328484,2.1025475,2459806.16438,1.0622335,1.4881077,0,0,0
0.15,50,0.41000000000000003,5.0,307.94834,324.21939,341.06972,8.38874,0.4579679,0.31358826,2.1456696,2460053.4873,1.1630218,1.4666356999999999,0,0,0
0.15,32,0.2,4.0,333.75425,339.44743,286.07433,7.41174,0.333171,0.46099199999999996,1.6596141,2459944.4332,1.1066788,1.8787232999999999,0,0,0
0.15,22,0.51,7.0,2.34507,14.36333,48.43355,11.63353,0.43115709999999996,0.42412964000000003,1.7544336999999999,2459881.97086,0.9979971999999999,1.7553807,1,0,0
0.15,48,0.9400000000000001,4.0,355.06583,53.60781,55.88228,0.9174200000000001,0.6955241,0.28110955,2.3079106,2459905.05248,0.7027032,1.3990209999999998,1,0,0
0.15,67,0.36,7.0,3.6477,138.01285,232.06518,25.13673,0.6062538,0.68569008,1.2736521,2459882.18025,0.5014957,3.2862614,1,0,0
0.15,76,0.85,5.0,295.12012,15.47132,221.09062,8.85736,0.2721936,0.5531536300000001,1.4697344,2460004.79089,1.0696821,2.279104,0,0,0
0.15,127,0.37,0.0,173.55058,163.05394,249.70354,13.95288,0.612139,0.24965737000000002,2.4978889,2459192.34476,0.9688336999999999,1.3392313,1,0,0
0.15,43,0.62,3.0,255.66027,78.76089,216.39852,2.34207,0.20121000000000003,1.00958255,0.9841051,2459990.84938,0.7860933,41.1099537,0,0,0
0.15,30,0.33,5.0,268.9806,318.91366,320.82159,6.69531,0.4851907,0.32260818,2.1054865,2460169.63613,1.083924,1.4865889,0,0,0
0.15,7,0.46,9.0,98.95251,288.8667,214.52198,6.59462,0.2791818,0.7116985,1.2424302,2459748.46288,0.8955662999999999,3.5983016,1,0,0
0.15,25,0.8300000000000001,7.0,187.86947,347.35289,202.5633,4.10075,0.5220182999999999,0.32433987000000003,2.0979855,2460418.21048,1.0027987,1.4904819,0,0,0
0.15,18,0.75,7.0,120.2103,278.87951,46.61992,3.25233,0.6985106999999999,0.29435056,2.2381686,2459479.1083,0.6747839,1.4258191999999998,1,0,0
0.15,68,0.38,3.0,78.83504,345.77945,272.99513,25.22298,0.33062179999999997,1.05774105,0.9540031999999999,2459812.96848,0.6385889,13.6636982,0,0,0
0.15,41,0.17,0.0,210.29092,143.29393,137.9346,7.7811,0.41599519999999995,0.30729406,2.1748698,2460374.68517,1.2701343999999999,1.4530266,0,0,0
0.15,115,0.9,0.0,307.07194,138.38935,115.81271,4.8923000000000005,0.19001,0.54245653,1.4889933,2459985.07107,1.2060697,2.2240893,0,0,0
0.15,37,0.36,8.0,316.18877,222.23143,35.45396,33.09229,0.6097743,0.79538953,1.1536732,2459942.58148,0.4501929,5.1814599,1,0,0
0.15,50,0.39,5.0,260.08141,324.35194,255.25077,4.67656,0.4629994,0.41333895,1.7848367,2460129.23527,0.9584583999999999,1.7222813000000001,1,0,0
0.15,28,0.33,5.0,307.98241,31.73425,86.6845,26.42261,0.3798186,1.3582138,0.8075274,2459925.79853,0.5008135,2.6451722,0,0,0
0.15,31,0.44,7.0,355.31814,261.86119,202.05165,25.11815,0.565747,0.53996749,1.4935656,2459896.17063,0.6485852999999999,2.211667,1,0,0
0.15,35,0.84,6.0,337.77835,133.47763,216.07113,1.91788,0.1714973,0.82273248,1.1279685,2459914.50957,0.9345249,6.0513045,1,0,0
0.15,24,0.28,7.0,39.89274,16.59363,20.00796,11.77892,0.26092879999999996,0.5433235,1.4874089,2459814.07645,1.0993011,2.228449,0,0,0
0.15,26,0.58,7.0,140.1975,289.05029,234.43656,26.31241,0.39172,0.62058455,1.3612422,2459661.58798,0.8280164,2.7001239999999997,1,0,0
0.15,35,0.29,7.0,238.96856,268.81551,184.83697,6.85801,0.3203599,0.79267012,1.1563103,2460040.18829,0.7858748,5.1084282,1,0,0
0.15,37,0.29,4.0,52.56276,168.60145,94.76621,13.57379,0.4480982,0.89217945,1.0686477,2459828.58499,0.5897886,10.5493632,1,0,0
0.15,41,0.31,5.0,301.20931,142.44084,35.37091,8.89189,0.6391789999999999,0.25989318,2.431865,2460113.71105,0.8774679999999999,1.3581204,1,0,0
0.15,33,0.73,8.0,13.75591,261.33198,11.67078,18.96882,0.4506712,0.69942735,1.25692,2459867.83261,0.6904623999999999,3.4440094,1,0,0
0.15,21,0.37,7.0,145.72491,132.22157,332.54975,24.98309,0.15235289999999999,0.76961413,1.1792902,2459698.15197,0.9996219,4.5631352,1,0,0
0.15,122,0.5700000000000001,0.0,111.19574,129.34449,116.93765,44.52711,0.6237231999999999,0.58747651,1.4119166,2459698.22308,0.5312715,2.4755854,1,0,0
0.15,53,0.34,2.0,113.0279,174.77977,184.51758,47.71702,0.5296445,0.60932632,1.3779583,2459702.00349,0.6481302999999999,2.6193372999999998,1,0,0
0.15,44,0.6000000000000001,7.0,43.59791,181.96767,231.7192,6.67474,0.2273531,1.19148476,0.8812051999999999,2459850.90875,0.6808605,4.7873593,0,0,0
0.15,83,0.39,0.0,110.8857,227.73018,36.08366,35.592060000000004,0.2118804,0.78865582,1.1602308,2459746.89912,0.9144006,5.0043067,1,0,0
0.15,26,0.72,8.0,352.85316,220.46644,206.85191,7.20185,0.5101981999999999,0.36994398,1.9218172,2459906.81871,0.9413094999999999,1.6008865,1,0,0
0.15,189,0.45,5.0,249.36593,7.4859100000000005,149.97076,2.80079,0.5924100000000001,0.24739724000000002,2.513079,2460334.69209,1.0243059,1.3351311,0,0,0
0.15,251,0.64,0.0,43.18611,137.54329,232.70965,12.27431,0.261334,0.90173006,1.0610887,2459839.60749,0.7837900999999999,11.7505433,1,0,0
0.15,37,0.22,2.0,144.27127,237.69228,114.13705,24.0837,0.131994,0.66295028,1.302613,2459669.87993,1.1306759,3.0546571,0,0,0
0.15,89,0.31,4.0,286.98815,215.10588,152.31269,17.50299,0.5128039999999999,0.28997075,2.2606496,2460139.29044,1.1013794,1.4168421,0,0,0
0.15,10,0.1,7.0,302.64821,157.51999,145.61543,7.1026,0.32002189999999997,0.5557546,1.4651452,2459990.69625,0.9962666,2.2928943999999998,1,0,0
0.15,22,0.31,6.0,299.84629,73.33082,66.44922,10.60606,0.6792883,0.29237277,2.2482508,2460093.24325,0.7210403,1.4217514,1,0,0
0.15,528,0.5700000000000001,0.0,45.76923,212.7958,37.62288,39.61995,0.4180703,0.48250326,1.6099135,2459792.64212,0.9368565,1.9590519999999998,1,0,0
0.15,44,0.54,1.0,47.9595,337.15259,25.46235,8.68508,0.5420847999999999,0.29603143,2.2296884,2459725.49185,1.0210082,1.4292947,0,0,0
0.15,25,0.9400000000000001,8.0,180.66996,113.98605,287.45077,14.58408,0.6228343,0.25129798000000003,2.4870054,2460601.11535,0.9380130999999999,1.3422234,1,0,0
0.15,48,0.6000000000000001,6.0,304.27755,191.86867,294.8638,6.87069,0.5277603,0.30000775,2.2099429,2460073.23673,1.0436228,1.4375843,0,0,0
0.15,30,0.73,5.0,184.99901,171.34431,257.59073,11.81195,0.5260235999999999,0.26080151,2.4262152,2460558.51221,1.1499687,1.3598224,0,0,0
0.15,480,0.73,0.0,303.50735,243.90885,110.85719,6.04028,0.3225464,0.62407806,1.3561573999999998,2459978.02178,0.9187337,2.7262158,1,0,0
0.15,27,0.14,2.0,74.00364,309.74758,208.80221,13.15115,0.21756699999999998,0.58981345,1.4081846,2459762.03042,1.1018101,2.4902024,0,0,0
0.15,43,0.7000000000000001,2.0,59.61407,9.90448,86.13814,9.29402,0.7379578999999999,0.31109935,2.1570985,2459695.87607,0.5652505999999999,1.4612239,1,0,0
0.15,22,0.25,6.0,156.20853,127.42991,7.70501,0.9338700000000001,0.4314501,0.50434557,1.5630897,2459577.77476,0.8886944999999999,2.0479645,1,0,0
0.15,33,0.30000000000000004,7.0,118.09475,284.70707,154.79238,2.58908,0.7366246,0.37957621,1.8891657,2459576.37736,0.4975598,1.6263309000000001,1,0,0
0.15,93,0.37,2.0,140.6704,310.97173,339.19642,21.67889,0.5870333,0.25383515,2.4704053,2459333.31975,1.0201951,1.3468771,0,0,0
0.15,30,0.8200000000000001,7.0,351.51354,61.82918,245.1656,17.26112,0.11347049999999999,0.76436143,1.1846868,2459898.60268,1.0502598,4.4547991,0,0,0
0.15,70,0.36,4.0,29.10114,47.45456,94.33122,8.24097,0.6083971,0.21113445,2.7931653,2459749.6677,1.0938116,1.2726169,0,0,0
0.15,53,0.39,4.0,123.29857,324.80945,270.52243,11.22394,0.3771039,0.42052148,1.7644549999999999,2459594.29597,1.0990720999999999,1.7441723,0,0,0
0.15,88,0.44,1.0,140.97627,27.40154,240.59591,5.44224,0.9090583999999999,0.72936985,1.2222804,2459694.21496,0.1111561,3.8464566,1,0,0
0.15,45,0.71,5.0,147.44096,27.96585,216.0443,19.04806,0.08456559999999999,0.595599,1.3990506,2459639.94928,1.280739,2.5271428,0,0,0
0.15,107,0.84,0.0,37.89935,224.80026,85.88732,3.35612,0.5806895,0.29632354,2.2282228,2459759.60144,0.9343172,1.4299004,1,0,0
0.15,60,0.44,4.0,54.38762,203.57483,207.47411,6.94643,0.5292768,0.25584629999999997,2.4574420999999997,2459674.92073,1.156775,1.350589,0,0,0
0.15,136,0.28,3.0,344.78826,81.0229,212.08354,22.39973,0.6094049,0.21966245,2.7203961999999997,2459956.75054,1.0625734,1.2867861,0,0,0
0.15,23,0.58,8.0,332.17515,249.69793,224.36686,3.3217600000000003,0.6304963,0.31734462,2.128704,2459975.18024,0.7865639999999999,1.4748798,1,0,0
0.15,35,0.30000000000000004,6.0,278.81927,186.7212,308.68792,2.41021,0.47443939999999996,0.37056684,1.9196631,2460106.57178,1.0088993,1.6025076999999999,0,0,0
0.15,13,0.30000000000000004,8.0,63.7905,354.32657,139.83434,7.80566,0.483994,0.35078978,1.9911536,2459705.65173,1.0274472,1.5525833,0,0,0
0.15,50,0.43,7.0,338.00166,257.07194,277.43615,1.25208,0.5742594,0.25502856,2.4626924,2459973.75836,1.0484681,1.3490773,0,0,0
0.15,19,0.34,8.0,325.55712,236.82939,227.18203,37.50221,0.21185849999999998,1.07304964,0.944908,2459919.59812,0.7447212,11.271571699999999,0,0,0
0.15,34,0.45,6.0,234.20537,79.63765,335.73789,0.43971000000000005,0.7202088,0.21184728,2.7868961,2460481.29888,0.7797489999999999,1.2737893,1,0,0
0.15,105,0.5700000000000001,0.0,15.60771,112.63219,210.50782,5.45371,0.4763012,0.2864307,2.279238,2459833.00965,1.1936342,1.4096684,0,0,0
0.15,43,0.29,2.0,84.28447,266.56378,255.9473,22.79448,0.3742037,0.48069031,1.6139589,2459712.15952,1.0100095,1.9520178,0,0,0
0.15,210,0.76,0.0,292.0692,197.35368,288.71348,8.93342,0.5720991999999999,0.43577722,1.7230308,2460043.38425,0.7372863,1.7925665,1,0,0
0.15,39,0.61,6.0,218.60646,336.25713,20.15192,9.79113,0.3942929,0.50513199,1.561467,2460167.4141,0.9457916,2.0513164,1,0,0
0.15,23,0.28,7.0,185.83217,183.49314,332.81965,0.42926000000000003,0.43656239999999996,0.39845505000000003,1.8290118,2460324.6079,1.030534,1.6786226,0,0,0
0.15,38,1.24,7.0,130.27378,79.11963,141.42489,26.66912,0.2087926,0.81446531,1.1355885,2459727.54993,0.898486,5.7589934,1,0,0
0.15,26,0.58,7.0,290.77481,64.86746,311.84212,25.16573,0.5518987,0.87637756,1.0814552,2459966.49015,0.48460149999999996,9.0232276,1,0,0
0.15,35,0.43,4.0,309.09173,38.1742,190.36632,5.1302,0.5316297,0.33083398,2.07044,2460041.37864,0.9697326,1.5052645999999998,1,0,0
0.15,94,0.33,7.0,266.41339,303.76084,277.76028,5.8246,0.659708,0.7639275999999999,1.1851353,2460010.00717,0.4032921,4.4460806,1,0,0
0.15,18,0.19,7.0,302.5952,262.51265,84.40574,59.49138,0.5513075,0.38224758000000003,1.8803537,2460037.67704,0.8437005999999999,1.6335313999999999,1,0,0
0.15,22,0.66,7.0,293.75392,288.31252,216.65796,6.36697,0.3189085,0.87129029,1.0856607,2459963.53216,0.7394343,8.621682,1,0,0
0.15,63,0.79,6.0,63.82358,281.83817,74.00606,16.52406,0.2765195,0.88947684,1.0708113,2459815.74593,0.7747111,10.2527765,1,0,0
0.15,16,0.12,9.0,124.50322,80.95405,282.55184,8.53086,0.15341249999999998,1.00998671,0.9838425999999999,2459764.22786,0.8329088,40.4285618,0,0,0
0.15,22,0.31,8.0,19.63438,190.0876,233.71284,23.01021,0.8172294,0.25433894,2.467142,2459810.30229,0.45092099999999996,1.347805,1,0,0
